lat,lng,altura,velocidad
3.063,-75.610,0.643,691.408
2.043,-72.076,6.895,471.048
1.773,-74.877,8.437,106.255
8.188,-78.691,12.096,165.882
3.577,-72.865,5.876,207.969
11.558,-77.660,15.652,386.800
10.866,-75.358,15.769,114.067
2.250,-72.665,15.173,183.022
5.943,-76.502,13.672,166.568
11.769,-78.661,15.033,528.281
11.872,-75.171,18.619,639.116
3.927,-73.562,15.578,165.772
7.477,-77.652,3.933,23.025
4.420,-74.606,17.257,202.588
2.052,-73.325,12.239,294.085
3.741,-78.869,16.347,706.250
4.716,-74.078,3.714,403.673
2.871,-76.464,19.090,261.856
5.365,-71.576,2.018,718.411
3.908,-74.702,13.554,67.594
7.363,-73.454,14.974,329.891
10.691,-75.523,16.795,705.866
8.805,-74.555,13.612,169.588
4.120,-72.358,0.500,690.817
12.049,-78.270,8.453,33.470
2.159,-73.514,3.506,298.084
4.682,-77.545,11.300,379.082
6.203,-74.869,5.437,189.731
11.894,-72.144,12.194,348.496
1.715,-74.637,9.192,671.677
9.682,-74.018,1.510,266.687
3.732,-76.724,14.777,507.700
9.120,-77.055,9.099,170.212
8.256,-75.450,1.025,488.434
4.207,-75.571,17.958,599.776
11.163,-75.423,4.615,164.878
11.954,-74.270,9.333,58.775
3.432,-76.064,17.590,424.959
11.249,-76.452,18.564,210.285
10.852,-78.032,13.947,395.752
5.249,-77.494,0.982,28.887
10.689,-74.922,1.774,717.074
3.752,-73.001,2.725,186.710
5.854,-75.849,10.019,177.778
8.441,-77.205,19.036,549.179
6.357,-72.266,4.303,160.895
3.381,-77.726,16.559,251.621
10.239,-76.239,19.409,576.650
1.923,-78.788,0.588,687.942
5.982,-77.361,12.604,225.198
9.869,-76.801,18.459,225.822
8.228,-76.146,5.297,486.232
10.993,-71.607,16.966,394.547
2.062,-77.312,1.180,511.922
5.511,-75.318,8.273,687.964
11.516,-71.840,5.508,632.824
5.556,-76.208,19.069,485.263
2.455,-74.646,19.721,514.698
11.565,-77.719,16.683,30.265
2.132,-75.824,4.570,600.311
2.078,-75.638,15.950,335.242
12.146,-71.894,1.535,175.154
7.841,-72.554,12.211,440.312
3.056,-74.513,1.359,221.766
3.770,-76.041,18.001,70.851
2.172,-76.530,2.505,406.734
6.525,-73.575,17.400,747.341
4.566,-73.174,2.067,678.492
2.225,-78.035,11.468,694.367
9.890,-77.875,19.529,158.205
8.770,-78.156,17.100,484.864
8.586,-73.173,19.080,714.312
4.172,-75.597,5.114,358.261
6.806,-77.117,5.810,587.267
5.788,-77.557,8.352,310.415
7.090,-73.173,18.103,746.200
11.179,-72.952,14.563,290.620
10.033,-74.188,17.687,708.952
11.490,-78.445,14.473,534.350
11.574,-78.296,12.496,612.186
4.673,-74.321,12.538,560.752
6.129,-77.854,8.804,466.111
6.162,-78.802,3.970,499.905
4.890,-78.632,12.002,695.968
8.985,-76.170,0.889,548.914
7.099,-78.222,0.054,551.275
11.207,-72.229,4.430,331.615
3.235,-75.821,18.687,98.637
8.813,-75.688,18.533,348.811
7.802,-73.101,1.071,739.592
9.220,-72.861,4.669,501.166
10.718,-74.564,7.948,297.321
6.094,-74.799,19.984,133.962
2.871,-73.797,4.234,530.137
2.781,-72.332,13.575,331.633
5.697,-78.644,18.275,604.159
10.145,-73.737,5.672,510.552
5.225,-72.161,1.174,181.428
4.746,-75.419,9.749,264.133
4.128,-71.663,13.952,499.970
4.570,-75.181,10.910,542.193
3.091,-72.170,12.091,408.154
4.958,-75.395,7.883,312.492
8.090,-75.137,1.133,597.663
7.078,-77.385,17.321,739.716
3.602,-78.327,4.164,727.464
9.539,-78.378,0.599,402.676
5.715,-77.886,19.923,384.589
7.352,-71.984,17.822,389.063
12.257,-73.847,12.254,583.417
4.559,-73.270,9.848,508.281
11.021,-71.621,5.424,550.655
11.821,-77.249,2.479,709.074
4.928,-76.181,10.332,693.639
9.587,-74.838,17.632,324.182
3.639,-77.687,10.796,439.695
5.332,-76.784,14.540,36.307
5.256,-72.360,18.866,449.310
11.581,-78.733,16.344,355.390
11.529,-72.110,11.864,299.071
4.993,-72.428,0.300,127.919
3.667,-71.896,15.765,321.321
1.971,-78.094,15.292,152.187
11.442,-73.772,15.702,57.796
7.412,-73.973,1.585,157.542
5.593,-73.144,4.889,478.246
4.468,-78.762,2.580,677.065
5.931,-75.956,8.319,433.953
7.799,-74.003,19.660,514.771
5.507,-75.857,11.332,322.561
3.306,-78.329,19.244,262.745
10.464,-74.755,9.820,496.875
6.673,-76.989,15.239,268.747
1.969,-78.535,17.203,349.956
11.598,-71.660,7.295,442.844
1.901,-75.841,15.344,527.406
2.122,-77.436,7.278,643.538
12.186,-78.623,10.104,368.473
7.402,-78.386,9.164,470.202
6.725,-72.338,5.054,24.640
3.285,-77.248,0.616,100.992
11.496,-73.917,1.468,229.545
11.868,-74.193,4.298,198.222
7.426,-72.681,9.671,36.408
1.872,-72.508,17.362,647.797
9.380,-72.529,15.826,680.861
9.528,-74.668,1.589,422.770
11.475,-77.151,1.058,206.602
6.541,-73.075,3.764,659.720
7.516,-74.969,13.192,24.000
8.461,-74.281,0.799,695.715
12.085,-73.108,11.710,340.753
6.778,-73.453,11.608,246.855
7.427,-77.962,0.205,586.113
10.076,-71.923,14.091,684.470
3.060,-72.871,17.371,575.632
10.340,-76.747,9.380,543.204
6.834,-72.463,15.596,684.601
10.089,-73.163,14.355,504.127
9.112,-74.565,7.801,123.655
4.069,-74.897,4.460,398.784
8.057,-77.471,5.875,617.318
10.726,-76.386,3.840,602.219
1.994,-72.208,0.759,580.395
11.291,-73.040,15.990,367.710
3.849,-74.546,13.964,458.556
5.178,-73.309,0.530,451.183
11.231,-73.038,15.387,688.934
8.740,-76.671,11.856,159.034
8.639,-74.081,17.139,281.685
2.427,-75.411,17.245,626.634
5.973,-76.157,15.254,156.518
3.380,-75.485,16.284,202.898
9.618,-78.032,6.313,53.541
11.716,-76.939,14.097,730.609
8.063,-77.245,18.948,242.512
8.309,-77.353,4.335,639.314
4.802,-76.952,8.399,162.722
11.118,-75.779,16.618,325.115
2.724,-76.637,4.523,227.808
6.101,-73.863,0.850,168.909
5.472,-76.174,18.225,391.272
4.331,-76.279,14.089,118.789
9.454,-71.558,9.245,125.375
3.971,-77.201,17.974,114.158
2.704,-78.050,7.229,61.277
6.058,-78.114,7.881,412.173
4.801,-71.692,9.378,642.986
9.030,-75.564,4.619,578.986
5.465,-77.926,11.278,639.279
10.270,-77.084,16.996,690.536
3.920,-75.916,10.536,447.128
6.203,-77.196,9.630,600.200
11.848,-73.295,6.974,637.872
2.079,-77.200,8.928,142.003
8.164,-74.651,9.211,344.605
10.657,-73.219,0.390,134.792
12.128,-75.776,10.185,267.013
12.333,-73.920,15.209,167.283
12.042,-72.905,9.677,225.066
8.846,-73.480,16.429,46.065
8.547,-76.478,9.380,129.600
4.486,-72.997,16.898,567.767
3.899,-76.305,9.990,592.612
7.595,-76.284,8.641,213.143
9.825,-75.381,2.869,679.076
8.440,-78.463,3.631,412.976
7.923,-77.585,18.815,626.153
8.853,-76.568,4.161,504.314
5.433,-75.845,7.069,611.230
5.997,-74.457,12.946,692.288
3.706,-71.633,6.749,656.951
10.592,-72.382,15.191,107.333
10.462,-72.790,9.336,130.233
5.521,-73.792,6.162,599.779
7.946,-76.891,14.987,436.774
9.242,-77.002,18.665,598.329
5.802,-75.263,4.840,92.154
10.364,-77.844,12.433,356.385
2.940,-74.382,13.621,659.756
5.253,-77.782,11.054,539.339
11.952,-75.494,7.980,250.506
1.856,-76.543,11.955,571.742
9.426,-74.689,15.409,643.470
5.891,-77.871,1.346,427.224
4.603,-76.618,5.594,550.106
5.269,-73.708,13.513,104.389
3.068,-75.868,13.333,206.454
10.360,-78.315,3.852,546.661
7.418,-77.955,0.768,524.677
2.466,-74.590,0.734,190.684
6.542,-77.582,16.609,429.185
9.745,-72.604,7.026,42.696
6.124,-78.343,4.958,545.389
9.037,-72.964,1.175,451.516
6.880,-78.495,19.113,363.736
5.855,-77.410,17.584,272.211
11.483,-77.046,8.762,638.356
8.199,-72.858,13.034,581.546
9.002,-75.056,2.339,412.602
12.348,-77.289,12.210,125.685
5.255,-73.261,9.009,481.362
11.791,-72.343,10.214,313.850
7.821,-72.866,0.448,632.650
10.559,-74.049,11.465,742.373
9.995,-72.616,15.089,312.246
7.701,-75.853,5.430,477.514
7.093,-76.750,4.290,660.511
7.844,-77.820,13.768,727.131
9.515,-71.607,11.679,693.317
7.765,-75.618,10.691,233.181
9.962,-76.578,8.803,500.435
3.840,-72.173,1.965,385.801
2.465,-78.871,0.437,238.236
1.743,-77.880,1.595,301.790
5.757,-73.152,18.613,332.265
8.375,-75.355,18.639,116.567
9.120,-71.625,9.555,83.482
3.576,-78.159,3.251,176.781
6.089,-73.275,13.455,70.141
4.356,-76.362,19.219,91.162
11.214,-78.980,4.560,678.530
7.073,-78.583,10.678,646.300
11.980,-74.789,17.097,658.428
4.395,-74.023,7.529,52.308
7.846,-72.776,18.717,531.062
7.425,-72.948,18.831,240.853
3.919,-76.414,14.905,133.113
7.731,-76.825,9.958,262.969
2.176,-71.974,11.625,126.447
10.007,-72.855,3.217,86.356
10.579,-74.974,6.620,324.688
6.126,-78.034,10.964,470.187
11.266,-77.623,12.937,100.281
8.786,-72.357,4.379,344.904
7.215,-77.233,12.644,29.839
7.575,-76.145,17.947,148.403
10.276,-75.609,1.719,443.368
6.598,-72.145,9.205,734.799
9.768,-76.709,5.378,670.243
7.303,-74.419,9.989,109.257
6.979,-72.168,12.141,107.904
9.580,-72.358,1.552,659.016
5.112,-74.049,12.540,511.076
7.692,-75.483,7.022,559.041
8.195,-73.308,5.906,388.445
9.346,-71.586,8.890,522.262
7.345,-75.425,15.822,137.713
12.173,-74.553,18.455,214.341
2.623,-75.817,9.027,125.780
4.767,-77.469,15.983,235.603
12.210,-77.482,5.488,329.637
8.138,-73.600,19.900,395.310
2.688,-78.929,3.458,610.432
7.958,-78.401,0.082,709.575
3.691,-77.939,19.965,703.772
10.854,-73.745,0.775,491.385
12.364,-77.165,7.855,371.519
8.245,-72.648,5.122,74.334
3.027,-78.330,18.504,598.464
9.961,-77.732,6.477,647.071
11.047,-78.857,4.679,259.409
6.101,-76.131,13.495,519.422
6.197,-74.509,11.100,433.238
9.988,-72.786,19.203,215.442
10.886,-78.783,16.712,740.910
7.961,-73.171,3.831,126.378
3.559,-71.722,8.433,328.740
10.956,-75.208,0.426,468.588
11.143,-75.373,14.209,434.477
7.151,-73.101,18.306,645.302
4.446,-76.258,16.662,188.676
8.319,-77.181,13.644,223.781
9.255,-71.967,0.029,436.257
6.988,-73.008,2.490,101.527
8.195,-77.643,15.183,525.190
11.711,-78.526,8.197,293.974
9.573,-77.945,9.212,345.496
2.123,-75.302,2.882,439.963
4.245,-74.320,3.620,539.117
7.374,-73.689,10.488,395.137
3.300,-75.051,3.722,676.655
3.271,-75.530,1.766,735.618
3.935,-75.456,0.327,233.440
9.529,-73.900,11.007,538.325
4.246,-74.850,5.039,479.263
7.452,-76.723,2.345,511.530
2.723,-73.519,6.673,580.849
6.988,-73.608,19.134,709.524
2.143,-72.123,11.541,278.698
6.530,-73.213,19.342,708.415
9.755,-78.992,9.751,411.824
10.819,-71.918,9.930,663.191
3.380,-74.947,18.859,452.536
9.670,-72.549,5.389,553.235
6.741,-76.273,3.540,738.170
7.320,-71.763,8.123,570.919
10.009,-73.826,3.487,352.933
5.964,-78.329,3.112,481.313
5.058,-75.459,9.109,433.674
1.919,-75.376,4.799,179.212
4.621,-72.407,2.444,531.876
6.636,-76.541,13.957,148.297
4.067,-77.256,9.687,402.501
8.777,-74.532,10.945,216.705
11.029,-78.812,14.909,266.080
6.382,-73.193,19.425,426.256
9.717,-72.181,13.584,746.346
8.940,-72.979,8.404,689.431
7.429,-78.514,11.536,619.883
4.301,-78.567,6.258,349.879
10.504,-77.992,2.322,330.776
2.897,-76.768,0.877,282.833
9.836,-76.579,9.404,294.986
3.293,-76.213,2.769,294.135
5.466,-74.521,4.710,199.032
12.052,-75.449,8.479,364.850
5.735,-74.623,15.277,666.465
6.082,-77.220,18.624,360.885
1.797,-77.165,5.301,661.473
8.508,-71.951,12.831,208.238
11.024,-72.386,14.998,187.180
9.882,-73.189,5.682,460.979
10.434,-76.270,4.512,34.389
9.249,-78.209,1.804,405.253
8.849,-77.094,7.719,712.670
7.735,-73.326,17.445,275.988
4.638,-78.315,11.248,46.141
11.601,-77.072,14.470,73.278
10.237,-78.910,2.057,665.470
3.124,-73.349,6.005,498.292
3.877,-75.774,1.631,35.252
11.509,-73.256,3.477,124.761
8.840,-77.571,15.851,233.903
7.948,-78.792,0.080,163.389
8.602,-73.210,15.704,349.015
7.722,-77.715,7.265,651.042
6.460,-75.835,14.381,134.524
12.237,-73.646,17.768,57.503
6.473,-73.892,10.350,705.331
3.703,-75.406,15.244,63.859
11.948,-78.098,8.301,509.182
2.204,-74.574,13.101,301.355
7.354,-78.121,11.937,296.929
3.810,-76.132,2.484,114.160
9.602,-73.973,2.785,741.419
9.225,-77.431,16.640,608.194
10.042,-73.095,19.387,673.116
4.214,-74.522,17.410,174.649
4.993,-78.862,9.912,469.591
4.205,-74.659,11.263,645.363
11.008,-78.333,13.375,705.875
10.530,-74.311,16.004,581.517
5.234,-74.892,0.270,502.057
11.757,-75.516,4.103,141.054
11.057,-77.280,9.632,448.006
10.163,-75.328,0.666,69.073
7.482,-78.479,3.719,526.706
12.262,-77.072,2.064,384.335
9.011,-78.986,14.119,316.026
7.221,-73.321,7.750,281.363
12.088,-75.090,14.958,253.120
4.745,-72.956,13.051,528.361
8.861,-78.526,18.561,272.666
8.584,-71.978,11.827,42.307
8.135,-74.834,12.524,639.270
8.158,-71.815,17.036,594.895
5.584,-73.191,1.388,312.733
10.503,-78.329,2.828,217.969
1.856,-77.525,8.565,94.886
3.771,-74.150,1.454,629.960
7.521,-72.336,6.674,525.288
8.533,-76.859,10.925,313.438
9.761,-76.814,14.597,342.386
3.271,-71.992,5.230,672.238
4.002,-78.167,19.773,412.608
10.454,-71.573,13.818,112.894
4.346,-75.437,9.967,360.869
11.768,-71.697,10.894,595.468
10.648,-78.928,4.280,261.949
9.168,-75.071,13.677,639.408
2.388,-73.476,15.280,250.780
8.685,-77.947,11.721,259.498
1.833,-72.259,5.646,543.158
9.027,-78.285,17.119,89.057
5.979,-74.004,1.337,350.097
2.517,-74.773,15.467,617.868
8.709,-74.523,0.309,387.620
3.936,-76.420,8.023,79.754
12.095,-77.489,2.041,216.773
4.033,-78.594,19.302,706.722
8.140,-74.576,18.529,630.029
4.762,-72.011,15.366,643.242
6.545,-75.823,15.045,696.660
9.799,-73.408,5.301,81.521
4.386,-76.455,7.225,581.597
10.563,-78.906,17.349,346.792
7.315,-78.085,16.538,315.651
11.955,-78.398,1.030,361.439
3.599,-71.602,19.994,79.770
7.009,-74.348,19.381,315.525
9.270,-76.781,10.367,475.559
12.273,-72.107,4.594,37.594
3.288,-73.165,5.331,335.559
11.102,-75.915,4.240,416.803
8.417,-75.467,0.921,573.945
2.616,-76.290,18.890,289.957
5.777,-77.406,12.732,348.296
5.034,-73.256,18.702,32.533
5.358,-72.869,15.172,720.560
1.986,-75.648,12.972,51.708
5.483,-75.334,7.543,630.689
9.843,-77.902,16.276,236.776
9.160,-77.863,2.872,723.478
5.821,-78.915,0.272,261.378
9.240,-71.774,18.699,436.233
8.235,-73.986,14.236,38.693
11.697,-75.566,9.187,334.410
8.870,-72.243,10.549,473.023
7.277,-78.854,6.722,148.348
4.808,-71.981,2.340,254.353
9.745,-77.699,10.924,577.678
9.232,-78.031,19.935,441.377
10.992,-72.559,0.099,675.598
9.743,-73.504,16.321,574.144
4.915,-75.371,11.606,343.690
5.579,-78.714,12.447,230.935
5.935,-78.791,2.010,463.115
4.727,-77.314,18.254,36.254
10.113,-77.553,3.434,481.770
6.653,-76.834,3.886,721.440
10.306,-77.213,18.956,600.939
10.331,-71.989,6.215,25.920
10.288,-76.576,8.484,503.480
7.437,-76.288,1.378,374.000
6.968,-77.338,17.471,23.335
9.350,-74.991,9.642,611.946
9.010,-74.639,11.662,583.082
7.908,-72.130,8.818,387.619
8.742,-73.854,16.308,455.419
9.093,-77.612,1.249,647.372
2.899,-74.126,4.576,331.334
5.689,-77.147,8.308,301.962
3.365,-72.829,5.818,741.138
2.312,-76.631,16.352,271.493
12.095,-76.514,14.012,653.072
10.140,-73.273,14.054,501.182
4.788,-76.642,8.657,95.004
2.119,-71.741,9.600,297.247
9.558,-77.281,16.041,202.206
2.909,-74.720,3.795,364.019
3.743,-76.534,17.469,284.264
10.900,-77.667,14.437,681.951
6.654,-74.100,13.676,425.859
8.979,-73.116,17.701,168.090
10.494,-76.671,3.959,695.279
5.624,-74.357,11.628,126.917
11.438,-73.735,2.310,640.749
3.668,-73.907,9.615,502.625
8.217,-71.829,5.790,285.458
7.975,-75.183,0.570,742.838
1.787,-73.001,2.039,107.200
7.535,-73.269,15.531,298.857
2.537,-74.350,3.848,82.914
10.785,-72.788,11.736,142.673
2.730,-78.321,11.591,486.745
6.766,-74.130,11.893,525.824
3.474,-75.323,17.219,88.565
2.962,-77.232,17.767,287.052
9.605,-74.457,5.034,557.362
7.661,-78.604,12.314,652.913
7.010,-72.344,2.566,98.150
4.477,-74.011,9.269,276.262
9.910,-73.338,11.873,253.281
11.304,-78.153,19.570,86.548
12.000,-77.449,4.193,606.774
9.345,-71.599,13.231,647.839
4.175,-72.980,5.145,647.734
8.753,-74.615,0.251,712.984
5.458,-74.607,5.175,742.572
4.971,-74.930,10.819,734.298
11.428,-78.517,18.888,259.866
11.260,-78.063,2.310,652.220
8.670,-76.582,19.120,233.733
11.198,-77.498,5.382,589.466
3.923,-75.405,19.174,586.613
4.083,-74.862,16.197,731.515
8.210,-78.816,12.663,151.993
2.077,-73.658,18.753,364.661
10.596,-74.570,5.371,361.931
6.070,-78.487,1.265,593.097
6.948,-76.734,5.180,418.177
4.418,-71.798,0.371,442.960
10.179,-75.814,3.736,294.480
4.341,-74.124,9.684,89.031
11.607,-77.432,15.179,57.476
2.752,-78.210,4.076,484.012
5.414,-78.758,2.771,689.526
5.262,-74.961,3.626,218.348
7.361,-73.528,9.863,689.067
8.117,-78.245,9.972,245.288
10.436,-71.864,7.616,351.482
7.058,-75.366,19.847,91.097
2.659,-75.897,6.719,207.849
3.220,-77.295,0.862,309.074
7.896,-77.674,7.637,263.594
2.378,-78.739,6.761,661.946
9.363,-71.944,9.262,109.272
3.344,-75.190,8.436,240.130
7.305,-75.197,3.978,517.004
9.143,-77.595,7.343,344.597
11.546,-78.176,10.182,633.334
7.987,-72.260,11.595,424.055
7.118,-77.488,11.071,294.075
2.616,-72.429,0.261,742.836
2.215,-71.814,15.682,97.468
3.094,-77.470,9.076,59.320
8.692,-74.161,16.204,302.336
1.839,-76.592,12.844,657.426
12.042,-76.761,4.740,686.688
7.588,-72.636,11.475,487.824
9.801,-72.880,9.056,170.984
9.567,-78.929,16.481,655.543
5.015,-78.087,1.240,176.049
6.344,-74.979,18.956,724.175
5.728,-73.243,1.470,278.072
2.661,-78.823,0.640,265.251
6.855,-76.115,5.750,675.445
1.913,-73.170,5.277,575.211
9.522,-71.739,17.710,401.935
9.375,-75.131,15.783,384.108
3.212,-78.390,16.259,498.577
5.197,-76.139,0.612,609.800
4.025,-78.344,11.399,69.906
6.814,-78.806,6.359,140.746
9.048,-78.735,6.154,40.147
5.058,-73.903,1.715,597.260
6.846,-75.115,10.501,162.245
7.713,-75.772,11.573,97.856
5.429,-73.139,5.945,198.130
7.626,-78.185,1.226,44.861
2.355,-78.459,6.755,348.572
6.971,-72.694,5.488,391.122
12.136,-73.284,0.518,570.869
8.346,-75.425,13.860,149.497
7.006,-71.854,1.296,503.557
9.406,-75.343,8.039,431.620
7.898,-73.221,5.406,434.761
11.348,-71.622,13.472,101.779
4.268,-76.166,14.850,340.195
5.929,-78.524,19.487,148.855
11.537,-71.698,11.093,669.957
4.064,-77.583,14.511,393.226
7.255,-74.393,11.459,155.400
9.342,-74.368,17.081,85.248
4.187,-76.301,7.786,599.733
1.858,-74.984,10.926,26.355
4.580,-74.966,18.162,62.304
9.138,-71.933,9.213,451.462
4.951,-74.267,16.012,520.018
1.704,-72.341,14.315,41.961
6.771,-78.878,4.832,636.144
10.970,-74.879,3.077,123.818
10.843,-72.183,12.633,239.617
10.818,-72.689,9.635,312.542
11.123,-72.821,0.831,399.626
9.588,-72.575,18.871,505.839
11.007,-75.436,4.310,607.094
11.182,-74.776,8.639,299.268
7.981,-76.034,6.544,696.693
10.628,-74.419,12.889,592.402
9.680,-73.239,15.602,119.482
11.917,-74.942,17.874,112.794
7.385,-73.516,2.371,597.001
8.742,-74.356,9.980,231.999
4.919,-78.764,4.707,550.695
11.556,-75.070,19.722,341.362
12.222,-78.940,18.035,646.792
2.539,-75.931,1.392,186.151
2.620,-74.228,16.148,604.539
1.916,-76.699,9.156,578.086
8.019,-72.625,8.009,438.184
12.250,-78.477,5.367,721.441
2.420,-76.288,14.298,700.755
4.373,-72.386,6.319,578.894
5.055,-73.054,8.797,424.015
11.458,-78.569,0.856,450.791
10.307,-71.617,7.285,491.996
3.198,-74.545,18.062,580.070
9.078,-78.148,19.497,735.891
8.992,-75.634,10.423,307.926
8.175,-72.834,13.113,67.394
11.672,-71.813,12.891,296.019
4.132,-76.582,2.467,123.334
3.351,-76.550,14.769,472.516
9.085,-77.893,0.548,703.429
5.768,-76.443,0.288,663.824
10.625,-73.165,4.545,47.699
4.049,-73.486,10.480,470.910
11.191,-73.162,19.341,266.876
8.681,-71.906,3.842,451.205
4.604,-78.567,10.705,385.736
2.816,-73.610,19.608,545.544
4.759,-72.816,13.163,316.356
9.129,-76.214,4.492,494.396
2.781,-72.003,8.965,90.825
11.479,-76.622,6.773,431.719
2.189,-78.937,10.802,502.096
5.051,-74.189,7.832,52.252
2.658,-78.649,8.135,249.003
6.008,-76.591,8.683,413.277
2.239,-76.471,9.536,582.745
3.538,-75.602,19.557,51.562
1.820,-71.963,1.588,149.541
4.201,-74.486,3.028,619.052
9.706,-78.906,13.368,171.957
3.544,-75.718,18.894,527.012
3.153,-74.187,16.895,531.840
7.292,-73.050,14.735,711.553
2.505,-76.346,3.661,455.155
5.799,-78.970,0.890,599.663
9.877,-76.284,4.236,523.810
6.406,-73.897,12.141,246.365
9.735,-75.492,13.449,512.003
2.444,-77.123,0.129,646.572
4.905,-78.279,11.656,748.955
4.267,-75.597,14.203,528.203
4.392,-74.473,10.882,57.426
11.162,-78.803,5.168,225.236
4.764,-76.799,17.113,292.674
5.629,-76.815,8.848,350.997
6.517,-78.016,3.507,486.138
10.460,-77.062,1.119,511.605
9.292,-71.925,4.753,616.128
4.625,-78.326,15.743,423.109
8.798,-71.936,18.446,168.192
2.440,-74.578,11.306,477.476
8.905,-75.818,1.070,61.912
8.660,-73.151,3.215,361.493
10.745,-78.763,2.835,395.856
8.722,-74.634,14.663,561.532
8.885,-77.903,18.588,547.351
8.975,-76.271,13.868,549.193
2.311,-78.206,19.904,171.773
8.928,-77.033,0.014,372.706
11.605,-77.672,12.647,182.996
8.568,-73.083,13.161,598.631
8.784,-73.571,3.907,377.385
12.061,-77.698,8.086,606.238
7.861,-74.413,13.668,419.704
12.292,-78.987,2.123,633.911
11.966,-72.853,2.551,537.523
5.463,-74.847,6.614,40.704
3.238,-73.186,2.372,93.634
11.572,-78.621,12.193,521.635
5.986,-75.009,7.911,462.115
11.220,-73.246,7.820,611.897
5.578,-76.979,13.570,588.568
7.508,-71.639,15.453,646.987
9.892,-78.855,19.901,640.533
10.675,-72.442,7.048,594.820
4.441,-78.938,6.927,112.670
9.225,-78.741,9.697,552.259
8.301,-77.154,15.999,743.116
5.404,-71.925,12.105,686.719
8.669,-72.351,9.224,584.099
10.783,-78.979,8.000,159.084
10.130,-78.957,4.086,46.939
2.420,-73.258,7.442,182.875
1.709,-71.885,17.363,323.971
2.642,-75.753,12.202,440.215
9.111,-76.946,3.366,617.700
8.654,-73.225,15.740,592.246
3.185,-75.133,1.292,401.468
9.617,-74.239,12.495,34.357
10.982,-71.829,0.323,434.551
3.332,-71.867,8.215,372.710
2.277,-74.055,3.442,93.710
2.907,-71.984,10.753,560.664
4.806,-78.460,16.321,482.903
2.501,-76.479,7.185,194.430
10.385,-78.122,14.594,704.404
5.719,-75.699,3.020,311.799
9.508,-78.760,9.680,485.496
4.333,-74.309,14.049,131.577
6.795,-76.039,14.212,705.906
6.216,-75.102,6.817,257.890
8.114,-71.846,11.489,42.152
9.948,-73.834,0.102,600.972
11.183,-73.799,3.763,383.141
5.624,-73.398,1.831,344.603
7.148,-74.129,3.883,694.730
3.984,-74.442,9.736,436.563
11.519,-74.634,10.975,34.998
6.340,-75.785,17.891,352.676
2.659,-76.687,17.815,65.460
3.703,-77.815,9.385,747.459
3.516,-76.845,0.301,119.678
8.809,-74.872,3.199,360.365
11.077,-76.254,0.603,487.573
6.961,-72.243,18.565,105.142
12.001,-76.859,18.823,503.351
9.112,-76.616,18.221,221.530
4.286,-76.493,3.911,21.470
3.048,-78.510,9.249,526.097
2.798,-77.355,8.857,367.327
2.732,-74.717,2.295,83.571
2.965,-71.723,3.266,465.260
6.480,-72.608,13.915,717.644
1.796,-74.177,1.741,211.576
1.725,-76.140,3.697,192.811
7.959,-72.184,4.305,244.805
9.530,-76.670,2.736,162.962
5.675,-78.798,1.280,292.275
6.079,-75.505,10.314,31.690
7.040,-72.702,0.835,648.266
7.975,-75.736,8.065,723.241
3.466,-76.239,18.757,372.800
11.254,-73.935,5.360,214.665
2.458,-72.667,17.141,274.336
8.624,-72.508,13.529,600.400
1.963,-73.682,6.694,37.428
7.093,-77.137,1.835,209.818
8.216,-71.678,12.277,114.141
3.838,-76.078,0.044,93.708
6.100,-74.058,9.119,701.632
5.914,-77.429,11.143,496.462
6.959,-77.709,3.622,557.900
11.943,-75.950,11.503,605.970
6.128,-76.931,13.238,500.935
2.920,-77.760,16.797,737.214
10.878,-75.288,6.569,318.315
9.393,-74.259,1.557,292.434
3.887,-77.750,10.699,647.927
7.172,-77.616,19.392,518.408
3.286,-71.591,12.900,261.707
5.647,-75.902,0.151,114.640
6.536,-78.845,16.374,342.834
6.868,-76.632,4.911,572.974
11.416,-74.199,3.426,606.662
2.320,-77.643,0.009,709.201
9.143,-77.182,5.689,24.824
9.959,-72.765,10.056,292.203
3.103,-74.641,7.685,128.380
6.576,-71.654,16.824,661.331
6.658,-72.292,8.112,376.945
10.558,-77.851,0.112,682.643
4.037,-77.501,8.330,431.923
8.586,-75.638,18.943,648.373
11.150,-77.261,15.013,234.922
4.098,-72.338,3.647,71.221
7.379,-76.451,10.993,592.059
2.979,-74.045,9.863,393.655
7.006,-74.708,11.659,526.603
3.798,-73.595,9.878,551.455
10.814,-71.807,16.873,321.587
4.150,-76.418,16.561,678.522
12.048,-75.367,3.962,398.897
4.945,-76.107,2.350,21.089
11.865,-78.280,4.664,162.269
11.292,-78.417,5.356,38.525
5.930,-72.404,14.364,436.468
6.934,-73.310,16.473,62.709
9.451,-72.505,17.102,572.228
2.790,-76.311,2.950,270.714
3.300,-74.430,4.977,114.802
2.737,-78.497,2.345,649.804
9.604,-75.112,19.281,353.784
9.349,-76.015,18.625,62.149
7.372,-77.505,14.827,535.942
7.849,-78.817,5.969,350.476
4.071,-76.421,18.929,76.160
9.583,-78.359,11.629,369.151
2.802,-75.269,18.747,451.460
1.800,-77.890,2.981,716.694
11.870,-77.264,13.229,378.544
7.840,-76.511,12.091,136.781
10.490,-73.934,11.728,272.190
2.201,-71.996,18.077,216.243
1.718,-72.874,11.587,324.545
7.365,-78.950,8.766,492.912
7.091,-74.196,1.867,436.944
